,X,Y,Z(intensidade)
556,43,-11,4.87265e-10
557,42,-11,1.71213e-10
558,41,-11,6.16187e-11
559,40,-11,2.79671e-11
560,39,-11,1.79626e-11
561,38,-11,1.25056e-11
562,37,-11,8.86763e-12
563,36,-11,4.77487e-12
564,35,-11,3.86538e-12
565,34,-11,3.63801e-12
566,33,-11,2.27375e-12
567,32,-11,2.27375e-13
568,31,-11,-1.59162e-12
569,30,-11,-2.27375e-12
570,29,-11,-2.04638e-12
571,28,-11,-4.54751e-13
572,27,-11,-2.50112e-12
573,26,-11,-2.50112e-12
574,25,-11,1.13688e-12
575,24,-11,4.77487e-12
576,23,-11,3.41062e-12
577,22,-11,4.54751e-13
578,21,-11,-2.04638e-12
579,20,-11,-4.5475e-12
580,19,-11,-6.59386e-12
581,18,-11,-6.36649e-12
582,17,-11,-7.50339e-12
583,16,-11,-6.59386e-12
584,15,-11,-6.36649e-12
585,14,-11,-6.82124e-12
586,13,-11,-6.36649e-12
587,12,-11,-5.68437e-12
588,11,-11,-5.91174e-12
589,10,-11,-6.59386e-12
590,9,-11,-6.82124e-12
591,8,-11,-6.13912e-12
592,7,-11,-7.04861e-12
593,6,-11,-6.36649e-12
594,5,-11,-6.36649e-12
595,4,-11,-5.91174e-12
596,3,-11,-6.13912e-12
597,2,-11,-7.27601e-12
598,1,-11,-7.73076e-12
599,0,-11,-7.73076e-12
600,0,-12,-8.18551e-12
601,1,-12,-1.31877e-11
602,2,-12,-1.36425e-11
603,3,-12,-1.20509e-11
604,4,-12,-1.13687e-11
605,5,-12,-8.86763e-12
606,6,-12,-6.82124e-12
607,7,-12,-6.36649e-12
608,8,-12,-6.36649e-12
609,9,-12,-7.50339e-12
610,10,-12,-8.86763e-12
611,11,-12,-7.27601e-12
612,12,-12,-8.18551e-12
613,13,-12,-8.64026e-12
614,14,-12,-8.18551e-12
615,15,-12,-8.18551e-12
616,16,-12,-8.64026e-12
617,17,-12,-9.095e-12
618,18,-12,-8.86763e-12
619,19,-12,-8.18551e-12
620,20,-12,-8.18551e-12
621,21,-12,-8.18551e-12
622,22,-12,-7.95813e-12
623,23,-12,-6.13912e-12
624,24,-12,-3.18325e-12
625,25,-12,-2.27375e-13
626,26,-12,3.18325e-12
627,27,-12,3.63801e-12
628,28,-12,-4.54751e-13
629,29,-12,-2.50112e-12
630,30,-12,-2.50112e-12
631,31,-12,-3.41062e-12
632,32,-12,-3.18325e-12
633,33,-12,-2.7285e-12
634,34,-12,-6.82124e-13
635,35,-12,4.54751e-13
636,36,-12,1.819e-12
637,37,-12,2.04638e-12
638,38,-12,3.41062e-12
639,39,-12,4.77487e-12
640,40,-12,9.095e-12
641,41,-12,1.20509e-11
642,42,-12,1.77353e-11
643,43,-12,2.79671e-11
644,44,-12,5.66163e-11
645,45,-12,2.05547e-10
646,46,-12,5.75259e-10
647,47,-12,1.15029e-09
648,48,-12,1.65301e-09
649,49,-12,1.74123e-09
650,49,-13,1.75874e-09
651,48,-13,1.76124e-09
652,47,-13,1.76102e-09
653,46,-13,1.7451e-09
654,45,-13,1.65438e-09
655,44,-13,1.17735e-09
656,43,-13,6.20961e-10
657,42,-13,2.21463e-10
658,41,-13,7.29874e-11
659,40,-13,3.04683e-11
660,39,-13,1.86448e-11
661,38,-13,1.2733e-11
662,37,-13,7.95813e-12
663,36,-13,4.32013e-12
664,35,-13,2.7285e-12
665,34,-13,1.13688e-12
666,33,-13,0.0
667,32,-13,-1.36425e-12
668,31,-13,-3.18325e-12
669,30,-13,-5.00225e-12
670,29,-13,-6.13912e-12
671,28,-13,-6.36649e-12
672,27,-13,-7.04861e-12
673,26,-13,-6.59386e-12
674,25,-13,-3.86538e-12
675,24,-13,-1.59162e-12
676,23,-13,-2.27375e-13
677,22,-13,-9.09502e-13
678,21,-13,-4.77487e-12
679,20,-13,-8.18551e-12
680,19,-13,-9.77712e-12
681,18,-13,-1.31877e-11
682,17,-13,-1.38698e-11
683,16,-13,-1.29604e-11
684,15,-13,-1.25056e-11
685,14,-13,-1.20509e-11
686,13,-13,-1.20509e-11
687,12,-13,-1.13687e-11
688,11,-13,-1.00045e-11
689,10,-13,-8.86763e-12
690,9,-13,-9.095e-12
691,8,-13,-8.64026e-12
692,7,-13,-9.32238e-12
693,6,-13,-9.54975e-12
694,5,-13,-1.04592e-11
695,4,-13,-1.00045e-11
696,3,-13,-1.20509e-11
697,2,-13,-1.50068e-11
698,1,-13,-1.68258e-11
699,0,-13,-1.52341e-11
700,0,-14,-1.88721e-11
701,1,-14,-1.90995e-11
702,2,-14,-1.88721e-11
703,3,-14,-1.93269e-11
704,4,-14,-1.95542e-11
705,5,-14,-1.88721e-11
706,6,-14,-1.50068e-11
707,7,-14,-1.50068e-11
708,8,-14,-1.38698e-11
709,9,-14,-1.34151e-11
710,10,-14,-1.20509e-11
711,11,-14,-1.02319e-11
712,12,-14,-9.77712e-12
713,13,-14,-8.86763e-12
714,14,-14,-1.00045e-11
715,15,-14,-1.18235e-11
716,16,-14,-1.22782e-11
717,17,-14,-1.25056e-11
718,18,-14,-1.43246e-11
719,19,-14,-1.47794e-11
720,20,-14,-1.50068e-11
721,21,-14,-1.43246e-11
722,22,-14,-1.40972e-11
723,23,-14,-1.13687e-11
724,24,-14,-7.27601e-12
