,X,Y,Z(intensidade)
854,14,-28,-3.638e-11
855,15,-28,-3.97906e-11
856,16,-28,-4.95677e-11
857,17,-28,-5.54794e-11
858,18,-28,-4.32012e-11
859,19,-28,-4.38833e-11
860,20,-28,-4.3656e-11
861,21,-28,-4.57023e-11
862,22,-28,-4.1837e-11
863,23,-28,-3.50158e-11
864,24,-28,-3.20599e-11
865,25,-28,-3.95632e-11
866,26,-28,-5.63889e-11
867,27,-28,-6.54841e-11
868,28,-28,-6.82125e-11
869,29,-28,-6.73031e-11
870,29,-29,-6.75304e-11
871,28,-29,-6.66209e-11
872,27,-29,-6.68483e-11
873,26,-29,-6.68483e-11
874,25,-29,-6.84399e-11
875,24,-29,-6.82125e-11
876,23,-29,-6.43472e-11
877,22,-29,-5.7071e-11
878,21,-29,-3.68348e-11
879,20,-29,-3.22873e-11
